Date,GOOG
2023-11-28,137.49118041992188
2023-11-29,135.2892608642578
2023-11-30,132.82945251464844
2023-12-01,132.23439025878906
2023-12-04,129.56626892089844
2023-12-05,131.31195068359375
2023-12-06,130.35975646972656
2023-12-07,137.32257080078125
2023-12-08,135.52731323242188
2023-12-11,133.6031036376953
2023-12-12,132.55174255371094
2023-12-13,132.87904357910156
2023-12-14,132.11534118652344
2023-12-15,132.75013732910156
2023-12-18,136.07286071777344
2023-12-19,136.97543334960938
2023-12-20,138.52273559570312
2023-12-21,140.64529418945312
2023-12-22,141.55783081054688
2023-12-26,141.6570281982422
2023-12-27,140.28823852539062
2023-12-28,140.12954711914062
2023-12-29,139.7823944091797
2024-01-02,138.4235382080078
2024-01-03,139.217041015625
2024-01-04,136.91592407226562
2024-01-05,136.27122497558594
2024-01-08,139.38565063476562
2024-01-09,141.3991241455078
2024-01-10,142.62901306152344
2024-01-11,142.50010681152344
2024-01-12,143.06544494628906
2024-01-16,142.90673828125
2024-01-17,141.72642517089844
2024-01-18,143.80935668945312
2024-01-19,146.76507568359375
2024-01-22,146.5072021484375
2024-01-23,147.4692840576172
2024-01-24,149.125732421875
2024-01-25,152.38890075683594
2024-01-26,152.53768920898438
2024-01-29,153.57911682128906
2024-01-30,151.8037109375
2024-01-31,140.64529418945312
2024-02-01,141.5479278564453
2024-02-02,142.37112426757812
2024-02-05,143.7498016357422
2024-02-06,144.22592163085938
2024-02-07,145.4855499267578
2024-02-08,146.02117919921875
2024-02-09,148.99676513671875
2024-02-12,147.51885986328125
2024-02-13,145.17807006835938
2024-02-14,145.94180297851562
2024-02-15,142.76788330078125
2024-02-16,140.60562133789062
2024-02-20,141.0420684814453
2024-02-21,142.668701171875
2024-02-22,144.1366424560547
2024-02-23,144.1068878173828
2024-02-26,137.6201629638672
2024-02-27,138.9591522216797
2024-02-28,136.3109130859375
2024-02-29,138.64175415039062
2024-03-01,136.95559692382812
2024-03-04,133.107177734375
2024-03-05,132.69061279296875
2024-03-06,131.4805450439453
2024-03-07,134.1387176513672
2024-03-08,135.18016052246094
2024-03-11,137.80862426757812
2024-03-12,138.48306274414062
2024-03-13,139.62371826171875
2024-03-14,143.1646270751953
2024-03-15,141.01231384277344
2024-03-18,147.27093505859375
2024-03-19,146.71548461914062
2024-03-20,148.46115112304688
2024-03-21,147.52880859375
2024-03-22,150.5341339111328
2024-03-25,149.919189453125
2024-03-26,150.46469116210938
2024-03-27,150.70274353027344
2024-03-28,151.02012634277344
2024-04-01,155.2256317138672
2024-04-02,154.60072326660156
2024-04-03,155.09664916992188
2024-04-04,150.70274353027344
2024-04-05,152.68646240234375
2024-04-08,154.86851501464844
2024-04-09,156.8522491455078
2024-04-10,156.3761749267578
2024-04-11,159.4806671142578
2024-04-12,157.89370727539062
2024-04-15,155.05699157714844
2024-04-16,154.7296905517578
2024-04-17,155.60252380371094
2024-04-18,156.17779541015625
2024-04-19,154.4519805908203
2024-04-22,156.66378784179688
2024-04-23,158.61776733398438
2024-04-24,159.78814697265625
2024-04-25,156.66378784179688
2024-04-26,172.27561950683594
2024-04-29,166.5327911376953
2024-04-30,163.29933166503906
2024-05-01,164.22177124023438
2024-05-02,167.08822631835938
2024-05-03,167.61390686035156
2024-05-06,168.4470672607422
2024-05-07,171.5714111328125
2024-05-08,169.7662353515625
2024-05-09,170.1828155517578
2024-05-10,168.9033203125
2024-05-13,169.5083465576172
2024-05-14,170.5299530029297
2024-05-15,172.46409606933594
2024-05-16,174.00144958496094
2024-05-17,175.8463134765625
2024-05-20,177.00677490234375
2024-05-21,178.07797241210938
2024-05-22,176.55050659179688
2024-05-23,173.63446044921875
2024-05-24,174.8941192626953
2024-05-28,176.5703582763672
2024-05-29,175.9553985595703
2024-05-30,172.14666748046875
2024-05-31,172.54342651367188
2024-06-03,172.9997100830078
2024-06-04,173.7039031982422
2024-06-05,175.6280975341797
2024-06-06,176.8976593017578
2024-06-07,174.5172119140625
2024-06-10,175.39105224609375
2024-06-11,176.94007873535156
2024-06-12,178.30047607421875
2024-06-13,175.5002899169922
2024-06-14,177.1188507080078
2024-06-17,177.52597045898438
2024-06-18,175.21229553222656
2024-06-20,176.46348571777344
2024-06-21,178.9955596923828
2024-06-24,179.52186584472656
2024-06-25,184.27828979492188
2024-06-26,184.06973266601562
2024-06-27,185.54928588867188
2024-06-28,182.13343811035156
2024-07-01,183.19590759277344
2024-07-02,185.30105590820312
2024-07-03,186.0755615234375
2024-07-05,190.613525390625
2024-07-08,189.14389038085938
2024-07-09,189.10415649414062
2024-07-10,191.30860900878906
2024-07-11,185.9862060546875
2024-07-12,185.4698486328125
2024-07-15,186.86996459960938
2024-07-16,184.19883728027344
2024-07-17,181.3390350341797
2024-07-18,177.962890625
2024-07-19,178.13168334960938
2024-07-22,182.0639190673828
2024-07-23,182.31216430664062
2024-07-24,173.14691162109375
2024-07-25,167.97348022460938
2024-07-26,167.49681091308594
2024-07-29,169.92965698242188
2024-07-30,170.6544952392578
2024-07-31,171.93545532226562
